filteredData
0.00027466658502817154+0.0002136295661330223i
0.00015259254723787308-0.00045777764171361923i
-9.155552834272385e-05-0.00033570360392332077i
-0.0002441480755805969+0.0002136295661330223i
0.0001831110566854477-0.00045777764171361923i
-3.0518509447574615e-05-6.103701889514923e-05i
-0.0001831110566854477-0.00033570360392332077i
-0.00030518509447574615-6.103701889514923e-05i
3.0518509447574615e-05-9.155552834272385e-05i
6.103701889514923e-05-0.0001831110566854477i
0.00045777764171361923-0.0004882961511611938i
-0.0001831110566854477-0.00015259254723787308i
0.00045777764171361923+0i
6.103701889514923e-05-0.0003662221133708954i
-0.00033570360392332077-0.0001831110566854477i
-0.00015259254723787308+3.0518509447574615e-05i
-0.00012207403779029846-0.0006714072078466415i
-9.155552834272385e-05+0.0001831110566854477i
0.00012207403779029846+0.00030518509447574615i
-9.155552834272385e-05+9.155552834272385e-05i
-9.155552834272385e-05+0.00012207403779029846i
6.103701889514923e-05-0.00033570360392332077i
-0.00033570360392332077+0.00030518509447574615i
-0.00039674062281847-0.00030518509447574615i
6.103701889514923e-05-0.00030518509447574615i
-0.00033570360392332077+0.00030518509447574615i
3.0518509447574615e-05-0.0002136295661330223i
-0.00012207403779029846-0.0004882961511611938i
-0.0005798516795039177+0.00039674062281847i
0.00012207403779029846-0.00027466658502817154i
6.103701889514923e-05-0.0002441480755805969i
0.00033570360392332077-0.00012207403779029846i
0.0007019257172942162+9.155552834272385e-05i
9.155552834272385e-05+0.00033570360392332077i
-0.0005188146606087685-9.155552834272385e-05i
9.155552834272385e-05-0.00012207403779029846i
0.0004272591322660446+0i
0.00033570360392332077-0.00012207403779029846i
0.00033570360392332077+0.00015259254723787308i
-6.103701889514923e-05+0.00030518509447574615i
-6.103701889514923e-05+0.00030518509447574615i
0.0004272591322660446-0.00015259254723787308i
0.00015259254723787308+0.0001831110566854477i
0.0003662221133708954-0.0001831110566854477i
-0.00033570360392332077-0.0001831110566854477i
0.0001831110566854477+0.00030518509447574615i
0.00015259254723787308-0.00012207403779029846i
-0.00012207403779029846-0.00012207403779029846i
0.0001831110566854477+0.00015259254723787308i
0.00030518509447574615-0.00033570360392332077i
-0.00027466658502817154+3.0518509447574615e-05i
0.00012207403779029846-0.0002441480755805969i
-0.00033570360392332077+0.00030518509447574615i
-0.0008545182645320892+0.00012207403779029846i
-0.00015259254723787308+0.0002136295661330223i
0.0002136295661330223+0.00027466658502817154i
6.103701889514923e-05+0.00030518509447574615i
0.0002136295661330223-0.0002136295661330223i
-0.0001831110566854477+0.00033570360392332077i
9.155552834272385e-05-0.0002136295661330223i
9.155552834272385e-05-6.103701889514923e-05i
-0.0002136295661330223-0.00015259254723787308i
-0.00012207403779029846+0.00015259254723787308i
-0.0002136295661330223+0.00039674062281847i
-0.00015259254723787308+0i
-3.0518509447574615e-05-3.0518509447574615e-05i
0.00033570360392332077+3.0518509447574615e-05i
-0.00015259254723787308-6.103701889514923e-05i
0.0003662221133708954+9.155552834272385e-05i
-0.00030518509447574615+3.0518509447574615e-05i
-3.0518509447574615e-05+3.0518509447574615e-05i
-0.00027466658502817154-6.103701889514923e-05i
0.0001831110566854477+0.0002136295661330223i
-0.00015259254723787308-3.0518509447574615e-05i
-0.00027466658502817154+0.00015259254723787308i
6.103701889514923e-05-0.0002441480755805969i
9.155552834272385e-05-0.00030518509447574615i
0.0002441480755805969+9.155552834272385e-05i
-0.0002136295661330223-0.00015259254723787308i
3.0518509447574615e-05+0.00015259254723787308i
0.0002136295661330223+0i
9.155552834272385e-05+3.0518509447574615e-05i
-0.0001831110566854477+0.0001831110566854477i
6.103701889514923e-05+3.0518509447574615e-05i
-0.00027466658502817154-0.0001831110566854477i
-3.0518509447574615e-05-3.0518509447574615e-05i
9.155552834272385e-05+6.103701889514923e-05i
0.00012207403779029846-0.00012207403779029846i
3.0518509447574615e-05-3.0518509447574615e-05i
-0.00015259254723787308+0.00015259254723787308i
3.0518509447574615e-05+0.00015259254723787308i
3.0518509447574615e-05+0.0002441480755805969i
-9.155552834272385e-05+9.155552834272385e-05i
-0.0001831110566854477+0.00033570360392332077i
0.00030518509447574615+0.0006408886983990669i
-0.0002136295661330223+0.00012207403779029846i
-9.155552834272385e-05+0.00015259254723787308i
-0.00012207403779029846+0.0002136295661330223i
3.0518509447574615e-05-3.0518509447574615e-05i
3.0518509447574615e-05-0.00045777764171361923i
-6.103701889514923e-05-0.00045777764171361923i
6.103701889514923e-05+0.00030518509447574615i
-0.00015259254723787308-0.0002136295661330223i
-0.00045777764171361923+0.00015259254723787308i
-0.0002136295661330223+0i
0.00015259254723787308-0.0004272591322660446i
-0.00033570360392332077+0.0002136295661330223i
0.0001831110566854477-0.00030518509447574615i
0.00030518509447574615-6.103701889514923e-05i
6.103701889514923e-05-6.103701889514923e-05i
0.0001831110566854477-0.0005493331700563431i
0.0002136295661330223-6.103701889514923e-05i
-0.0001831110566854477-0.00012207403779029846i
-0.00015259254723787308+6.103701889514923e-05i
0.00012207403779029846-0.00015259254723787308i
-0.00012207403779029846-0.00039674062281847i
0.00039674062281847-0.0002441480755805969i
0.0008239997550845146+0.0002136295661330223i
0.0002136295661330223+0i
-9.155552834272385e-05+0.00015259254723787308i
-0.00039674062281847+0i
-9.155552834272385e-05-0.00012207403779029846i
0.0002136295661330223-3.0518509447574615e-05i
-0.0001831110566854477-0.00012207403779029846i
-0.00015259254723787308+0.00015259254723787308i
0.00030518509447574615+6.103701889514923e-05i
9.155552834272385e-05+9.155552834272385e-05i
-0.00030518509447574615-0.0003662221133708954i
0.00012207403779029846+3.0518509447574615e-05i
3.0518509447574615e-05-0.0002136295661330223i
-0.0002441480755805969-0.0004272591322660446i
6.103701889514923e-05-6.103701889514923e-05i
0.00012207403779029846+3.0518509447574615e-05i
-0.0001831110566854477+0i
0.0001831110566854477+0i
-0.0004272591322660446+0.00012207403779029846i
3.0518509447574615e-05+0.0002136295661330223i
0.00015259254723787308-0.00012207403779029846i
0.0002136295661330223+0i
-0.00012207403779029846+0.00015259254723787308i
9.155552834272385e-05+0.00027466658502817154i
3.0518509447574615e-05-0.00027466658502817154i
-6.103701889514923e-05-9.155552834272385e-05i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
-9.155552834272385e-05+0i
9.155552834272385e-05+0.0002441480755805969i
-6.103701889514923e-05+0.0003662221133708954i
-9.155552834272385e-05+0.00039674062281847i
-0.0004272591322660446+0.00027466658502817154i
0.00015259254723787308+3.0518509447574615e-05i
9.155552834272385e-05+3.0518509447574615e-05i
0.0004272591322660446-0.00027466658502817154i
0.0001831110566854477+0.0004882961511611938i
6.103701889514923e-05+3.0518509447574615e-05i
-0.0001831110566854477-0.0005493331700563431i
3.0518509447574615e-05-9.155552834272385e-05i
0.0001831110566854477+0.0004882961511611938i
0.00015259254723787308+0.00015259254723787308i
0.00012207403779029846-0.0003662221133708954i
-6.103701889514923e-05+0.0001831110566854477i
-0.0002441480755805969-3.0518509447574615e-05i
0.00033570360392332077-0.00015259254723787308i
-0.0001831110566854477+0.0001831110566854477i
-9.155552834272385e-05+0.0001831110566854477i
-0.00030518509447574615-0.0003662221133708954i
-0.00030518509447574615+0.00015259254723787308i
-0.0002136295661330223+0i
0.0001831110566854477-0.0001831110566854477i
-3.0518509447574615e-05-9.155552834272385e-05i
0.0002441480755805969+6.103701889514923e-05i
0.00033570360392332077-0.00030518509447574615i
-0.0006103701889514923+0.0002136295661330223i
0.00039674062281847-3.0518509447574615e-05i
-0.0007019257172942162-0.00027466658502817154i
0.0002136295661330223+0.00033570360392332077i
0.0003662221133708954+0i
0.00030518509447574615-0.00015259254723787308i
