filteredData
0.0001831110566854477+0.0008850367739796638i
0.0009765923023223877+0i
-0.0001831110566854477-0.00012207403779029846i
0.0009765923023223877-0.0008850367739796638i
0.00027466658502817154+0.0002136295661330223i
0.0005493331700563431+0.0004272591322660446i
0.00012207403779029846-0.00012207403779029846i
0.0004272591322660446+0i
0.0011291848495602608-0.00045777764171361923i
0.0009155552834272385+0.00039674062281847i
-0.0009155552834272385+0.001037629321217537i
-0.0008850367739796638+0.0006408886983990669i
-3.0518509447574615e-05+0.0001831110566854477i
0.0007629627361893654-0.0010986663401126862i
-0.00015259254723787308-3.0518509447574615e-05i
0.0010681478306651115-0.0006103701889514923i
-0.0005798516795039177+0.0007324442267417908i
-0.0005493331700563431+0.0006103701889514923i
-6.103701889514923e-05-0.001037629321217537i
0.0002136295661330223+3.0518509447574615e-05i
0.0005798516795039177+0.0001831110566854477i
-3.0518509447574615e-05+0.0002136295661330223i
-0.0008239997550845146+3.0518509447574615e-05i
0.0001831110566854477+0.0001831110566854477i
-6.103701889514923e-05-6.103701889514923e-05i
0.00039674062281847+0.00045777764171361923i
0.0002136295661330223+6.103701889514923e-05i
0.00012207403779029846-0.0006714072078466415i
0.00045777764171361923+0.00030518509447574615i
0.00012207403779029846+0.0003662221133708954i
-0.00015259254723787308+0.0009155552834272385i
0.0004882961511611938+0.0005188146606087685i
-0.0002441480755805969-0.0001831110566854477i
-0.00033570360392332077-0.00033570360392332077i
-0.0003662221133708954+0.0003662221133708954i
-6.103701889514923e-05+0.00015259254723787308i
-0.0005798516795039177+0.0009155552834272385i
-0.0002136295661330223+0.0008545182645320892i
0.0007019257172942162-0.0007324442267417908i
0.00012207403779029846+3.0518509447574615e-05i
0.0005493331700563431+0.00033570360392332077i
0.0013733329251408577+0.00015259254723787308i
-0.00012207403779029846-0.00030518509447574615i
-0.00030518509447574615+0.00039674062281847i
0.0001831110566854477+0.0005493331700563431i
-6.103701889514923e-05-0.0002441480755805969i
-9.155552834272385e-05-0.0005798516795039177i
3.0518509447574615e-05+0.00027466658502817154i
-0.0002136295661330223-0.0002136295661330223i
0.0005493331700563431-0.00033570360392332077i
-0.00015259254723787308+6.103701889514923e-05i
-0.00039674062281847-0.0001831110566854477i
-0.0003662221133708954+6.103701889514923e-05i
-9.155552834272385e-05-0.0009460737928748131i
6.103701889514923e-05-0.00015259254723787308i
-0.0016174810007214546+3.0518509447574615e-05i
0.00033570360392332077+3.0518509447574615e-05i
-0.0009155552834272385+0.0007324442267417908i
-0.00027466658502817154+0.0002136295661330223i
-0.0007629627361893654+0.0007629627361893654i
-0.0006408886983990669+0i
0.0002136295661330223-0.00015259254723787308i
0.00033570360392332077+9.155552834272385e-05i
-0.0009460737928748131+0.00012207403779029846i
0.0002136295661330223-0.001739555038511753i
0.0006103701889514923-0.0005798516795039177i
9.155552834272385e-05-9.155552834272385e-05i
-0.00045777764171361923-9.155552834272385e-05i
0.0006408886983990669+0.0012512588873505592i
0.0007324442267417908-0.00045777764171361923i
-0.0005798516795039177+0.00045777764171361923i
-0.0007019257172942162-3.0518509447574615e-05i
-0.0005188146606087685-0.0006103701889514923i
-0.0002136295661330223-9.155552834272385e-05i
-0.0005798516795039177+0.00015259254723787308i
-0.00045777764171361923+0.0007324442267417908i
0.00030518509447574615-9.155552834272385e-05i
-0.001434369944036007-0.0009765923023223877i
-0.0001831110566854477+0.0001831110566854477i
